catalog_sku,id_product,catalog_desc,similar_desc,elastic_score,normalized_score,catalog_preco_medio,preco_medio,catalog_categoria,categoria,catalog_marca,marca,catalog_cor,cor,catalog_atributo_1,atributo_1,catalog_atributo_2,atributo_2,catalog_atributo_3,atributo_3,catalog_atributo_4,atributo_4,catalog_atributo_5,atributo_5,catalog_atributo_6,atributo_6
DD124UP92PHBMOB-1015071,89075651,SOFA CAMA CASAL SEM CAIXA 3 LUGARES PRIME LINHO CINZA 230 CM,SOFA 3 LUGARES RETRATIL E RECLINAVEL PRIME LINHO CINZA 230 CM,16.340925,100.0,3337.09,2578.97,SOFAS CAMA,SOFAS,MOBLY,NAO INFORMADO,CINZA,CINZA,3,3,SIM,SIM,LINHO,NAO INFORMADO,230CM,190,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO
DD124UP94PGZMOB-1015069,87010781,SOFA 3 LUGARES RETRATIL E RECLINAVEL PRIME LINHO CINZA 210 CM,SOFA 3 LUGARES RETRATIL E RECLINAVEL PRIME LINHO CINZA 210 CM,19.467842,100.0,3265.09,2301.77,SOFAS,SOFAS,PRIME,NAO INFORMADO,CINZA,CINZA,3,3,SIM,SIM,LINHO,NAO INFORMADO,210CM,210,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO
DD124UP96PGXMOB-1015067,88836060,SOFA 3 LUGARES RETRATIL E RECLINAVEL PRIME LINHO CINZA 190 CM,SOFA 3 LUGARES RETRATIL E RECLINAVEL PRIME LINHO CINZA 190 CM,19.71504,100.0,3099.49,2250.87,SOFAS,SOFAS,PRIME,NAO INFORMADO,CINZA,CINZA,3,3,SIM,SIM,LINHO,NAO INFORMADO,190CM,190,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO
DE626CL43PXWMOB-790590,59605276,GUARDA ROUPA CASAL BELGA 2 PT 3 GV GRAFITO E AMENDOLA,GUARDA ROUPA CASAL BELGA 2 PT 3 GV GRAFITO E AMENDOLA,19.90819,100.0,1492.09,1705.61,GUARDA ROUPAS,GUARDA ROUPAS,MOBLY,NAO INFORMADO,MARROM CINZA,CINZA MARROM,230 CM X 217 CM X 55 CM,NAO INFORMADO,3,NAO INFORMADO,MDP,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,2,3,NAO INFORMADO,2
DE626CL53BLMMOB-798177,60277935,GUARDA ROUPA CASAL ATRICE 6 PT 6 GV AMENDOLA E GRAFITO,GUARDA ROUPA CASAL ATRICE 6 PT 6 GV AMENDOLA E GRAFITO,20.974163,100.0,1870.09,1788.18,GUARDA ROUPAS,GUARDA ROUPAS,DEMOBILE,NAO INFORMADO,MARROM CINZA,MARROM CINZA,267 CM X 230 CM X 55 CM,NAO INFORMADO,6,NAO INFORMADO,MDP,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,6,6,NAO INFORMADO,6
DE626CL54BLLMOB-798176,84825443,GUARDA ROUPA CASAL ATTORE 4 PT 3 GV AMENDOLA E GRAFITO,GUARDA ROUPA CASAL COM 2 ESPELHOS ATTORE 4 PT 3 GV AMENDOLA E GRAFITO,16.379421,100.0,1600.09,1780.62,GUARDA ROUPAS,GUARDA ROUPAS,DEMOBILE,NAO INFORMADO,MARROM,MARROM CINZA,230 CM X 180 CM X 55 CM,SIM,3,NAO INFORMADO,MDP,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,4,3,NAO INFORMADO,4
DE626CL68COPMOB-849601,114327538,BALCAO DE COZINHA DAMA COM TAMPO 3 PT 1 GV AMENDOLA E BRANCO,BALCAO DE COZINHA COM TAMPO 3 PORTAS E 1 GAVETA DEMOBILE DAMA AMENDOLA E BRANCO,19.573185,100.0,360.79,206.46,BALCOES,BALCOES,DEMOBILE,NAO INFORMADO,MARROM,MARROM BRANCO,NAO INFORMADO,NAO INFORMADO,MDP,NAO INFORMADO,SIM,NAO INFORMADO,120 CM X 86 CM X 45 CM,NAO INFORMADO,1,1,3,3
DE626CL88UNVMOB-983910,84825443,GUARDA ROUPA CASAL COM 2 ESPELHOS ATTORE 4 PT 3 GV AMENDOLA E GRAFITO,GUARDA ROUPA CASAL COM 2 ESPELHOS ATTORE 4 PT 3 GV AMENDOLA E GRAFITO,20.813997,100.0,1793.59,1780.62,GUARDA ROUPAS,GUARDA ROUPAS,DEMOBILE,NAO INFORMADO,MARROM,MARROM CINZA,230 CM X 180 CM X 55 CM,SIM,3,NAO INFORMADO,MDP,NAO INFORMADO,SIM,NAO INFORMADO,4,3,NAO INFORMADO,4
DU110AC62BSNMOB-936154,90415871,TRAVESSEIRO GULDI SOFT NASA BRANCO,TRAVESSEIRO ORTOBOM NASA ORTOPEDICO ANATOMICO CERVICAL CORPO BECA BABY,8.5565815,100.0,174.41,85.38,TRAVESSEIROS,TRAVESSEIROS,GULDI,NAO INFORMADO,BRANCO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO
EV166CL63DFSMOB-1024481,86337413,GUARDA ROUPA CASAL COM ESPELHO CAPELINHA 4 PT 2 GV BRANCO,GUARDA ROUPA CASAL COM ESPELHO CAPELINHA 4 PT 2 GV BRANCO,14.76649,100.0,670.46,601.29,GUARDA ROUPAS,GUARDA ROUPAS,EVIDENCIA,NAO INFORMADO,BRANCO,BRANCO,181CM X 150CM X 40CM,SIM,2,NAO INFORMADO,MDP,NAO INFORMADO,SIM,NAO INFORMADO,4,4,NAO INFORMADO,NAO INFORMADO
EV166CL63DFSMOB-1024481,114300274,GUARDA ROUPA CASAL COM ESPELHO CAPELINHA 4 PT 2 GV BRANCO,GUARDA ROUPA SOLTEIRO COM ESPELHO CAPELINHA 2 PT 2 GV BRANCO,14.816825,100.0,670.46,593.86,GUARDA ROUPAS,GUARDA ROUPAS,EVIDENCIA,NAO INFORMADO,BRANCO,BRANCO,181CM X 150CM X 40CM,SIM,2,NAO INFORMADO,MDP,NAO INFORMADO,SIM,NAO INFORMADO,4,2,NAO INFORMADO,2
GE238CL72HRVMOB-545758,87773441,ARMARIO MULTIUSO XANGAI 2 PT BRANCA,ARMARIO MULTIUSO XANGAI 2 PT BRANCA,14.514758,100.0,263.58,206.69,ARMARIOS,ARMARIOS,GENIAL FLEX,NAO INFORMADO,BRANCO,BRANCO,NAO INFORMADO,NAO INFORMADO,MDP,NAO INFORMADO,NAO,NAO INFORMADO,175CM X 55CM X 30CM,NAO INFORMADO,SEM GAVETAS,NAO INFORMADO,1,2
GE995CL54TINMOB-948054,76772536,ARMARIO MULTIUSO XANGAI 2 PT PRETO,ARMARIO MULTIUSO XANGAI 2 PORTAS PRETO FOSCO GENIALFLEX,21.218054,100.0,245.67,234.83,ARMARIOS,ARMARIOS,GENIALFLEX,GENIALFLEX,PRETO,PRETO,NAO INFORMADO,NAO INFORMADO,MDP,NAO INFORMADO,NAO,NAO INFORMADO,175CM X 55CM X 30CM,NAO INFORMADO,SEM GAVETAS,NAO INFORMADO,2,2
GU364AC33MYSMOB-1065519,95704281,COLCHAO CASAL GULDI DREAM MOLA ENSACADA 30X138X188 CINZA E BRANCO,COLCHAO CASAL GULDI DREAM MOLA ENSACADA 30X138X188 CINZA E BRANCO,30.714151,100.0,2883.57,2173.5,COLCHOES,COLCHOES,GULDI,NAO INFORMADO,BRANCO CINZA,CINZA BRANCO,30CM X 138CM X 188CM,30CM X 138CM X 188CM,D30,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,COLCHAO CASAL,CASAL,SIM,SIM,NAO INFORMADO,NAO INFORMADO
GU364BE40XOPMOB-556405,30949148,COLCHAO KING MOLA ENSACADA GULDI MACIO 25X193X203 AZUL E BRANCO,COLCHAO KING MOLA ENSACADA GULDI MACIO 25X193X203 AZUL E BRANCO,38.11189,100.0,2596.46,1850.41,COLCHOES,COLCHOES,GULDI,GULDI,AZUL BRANCO,AZUL BRANCO,203 CM X 193 CM X 25 CM,NAO INFORMADO,D30,NAO INFORMADO,MACIO,MACIO,KING,KING,SIM,SIM,NAO INFORMADO,NAO INFORMADO
GU364BE41XOOMOB-556404,28772989,COLCHAO QUEEN MOLA ENSACADA GULDI MACIO 25X158X198 AZUL E BRANCO,COLCHAO QUEEN MOLA ENSACADA GULDI MACIO 25X158X198 AZUL E BRANCO,39.30706,100.0,2164.46,1836.88,COLCHOES,COLCHOES,GULDI,GULDI,AZUL BRANCO,AZUL BRANCO,198 CM X 158 CM X 25 CM,25CM X 158CM X 198CM,D30,NAO INFORMADO,MACIO,MACIO,QUEEN,QUEEN,SIM,SIM,NAO INFORMADO,NAO INFORMADO
GU364BE42XONMOB-556403,29889586,COLCHAO CASAL MOLA ENSACADA GULDI MACIO 25X138X188 AZUL E BRANCO,COLCHAO CASAL MOLA ENSACADA GULDI MACIO 25X138X188 AZUL E BRANCO,37.197453,100.0,1849.46,2094.44,COLCHOES,COLCHOES,GULDI,GULDI,AZUL,AZUL BRANCO,25CM X 188CM X 138CM,25CM X 138CM X 188CM,D30,NAO INFORMADO,MACIO,MOLA,COLCHAO CASAL,CASAL,SIM,SIM,NAO INFORMADO,NAO INFORMADO
GU364BE44XOLMOB-556401,28772989,COLCHAO SOLTEIRO MOLA ENSACADA GULDI MACIO 25X88X188 AZUL E BRANCO,COLCHAO QUEEN MOLA ENSACADA GULDI MACIO 25X158X198 AZUL E BRANCO,30.50981,100.0,1228.46,1836.88,COLCHOES,COLCHOES,GULDI,GULDI,AZUL,AZUL BRANCO,188 CM X 88 CM X 25 CM,25CM X 158CM X 198CM,D30,NAO INFORMADO,MACIO,MACIO,COLCHAO SOLTEIRO,QUEEN,SIM,SIM,NAO INFORMADO,NAO INFORMADO
GU364MA53ECGMOB-1007583,90968557,COLCHAO CASAL GULDI DUPLO PLUS D28 16X138X188 BRANCO E AZUL,COLCHAO KING GULDI DUPLO PLUS D28 16X193X203 BRANCO E AZUL,29.340513,100.0,998.96,819.17,COLCHOES,COLCHOES,GULDI,GULDI,AZUL BRANCO,BRANCO AZUL,188 CM X 138 CM X 16 CM,16CM X 193CM X 203CM,D28,D28,UM LADO FIRME E OUTRO MACIO,NAO INFORMADO,CASAL,KING,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO
GU364MA56ECDMOB-1007580,90968557,COLCHAO SOLTEIRO GULDI DUPLO PLUS D28 16X88X188 BRANCO E AZUL,COLCHAO KING GULDI DUPLO PLUS D28 16X193X203 BRANCO E AZUL,29.62038,100.0,683.96,819.17,COLCHOES,COLCHOES,GULDI,GULDI,BRANCO AZUL,BRANCO AZUL,188 CM X 88 CM X 16 CM,16CM X 193CM X 203CM,D28,D28,NAO INFORMADO,NAO INFORMADO,SOLTEIRO,KING,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO
GU364MA70CWRMOB-1076164,93194523,COLCHAO QUEEN GULDI DREAM MOLA ENSACADA 30X158X198 CINZA E BRANCO,COLCHAO QUEEN GULDI DREAM MOLA ENSACADA 30X158X198 CINZA E BRANCO,27.975557,100.0,3545.89,2288.82,COLCHOES,COLCHOES,GULDI,NAO INFORMADO,BRANCO CINZA,CINZA BRANCO,198 CM X 158 CM X 30 CM,30CM X 158CM X 198CM,D30,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,QUEEN,QUEEN,SIM,SIM,NAO INFORMADO,NAO INFORMADO
GU364UP30VFHMOB-624276,29747688,COLCHAO KING MOLA ENSACADA GULDI FIRME 25X193X203 AZUL E BRANCO,COLCHAO KING MOLA ENSACADA GULDI FIRME 25X193X203 AZUL E BRANCO,36.241123,100.0,2510.96,1782.76,COLCHOES,COLCHOES,GULDI,NAO INFORMADO,AZUL,AZUL BRANCO,203CM X 193CM X 25CM,25CM X 193CM X 203CM,NAO INFORMADO,NAO INFORMADO,FIRME,FIRME,KING,KING,SIM,SIM,NAO INFORMADO,NAO INFORMADO
GU364UP31VFGMOB-624275,28772989,COLCHAO QUEEN MOLA ENSACADA GULDI FIRME 25X158X198 AZUL E BRANCO,COLCHAO QUEEN MOLA ENSACADA GULDI MACIO 25X158X198 AZUL E BRANCO,36.38057,100.0,2096.96,1836.88,COLCHOES,COLCHOES,GULDI,GULDI,AZUL,AZUL BRANCO,198CM X 158CM X 25CM,25CM X 158CM X 198CM,D33,NAO INFORMADO,FIRME,MACIO,QUEEN,QUEEN,SIM,SIM,NAO INFORMADO,NAO INFORMADO
GU364UP32VFFMOB-624274,30128450,COLCHAO CASAL MOLA ENSACADA GULDI FIRME 25X138X188 AZUL E BRANCO,COLCHAO CASAL MOLA ENSACADA GULDI FIRME 25X138X188 AZUL E BRANCO,34.368866,100.0,1849.46,1916.8,COLCHOES,COLCHOES,GULDI,GULDI,AZUL,AZUL BRANCO,188 CM X 138 CM X 25 CM,NAO INFORMADO,D33,NAO INFORMADO,FIRME,FIRME,COLCHAO CASAL,CASAL,SIM,SIM,NAO INFORMADO,NAO INFORMADO
GU364UP34VFDMOB-624272,30128450,COLCHAO SOLTEIRO MOLA ENSACADA GULDI FIRME 25X88X188 AZUL E BRANCO,COLCHAO CASAL MOLA ENSACADA GULDI FIRME 25X138X188 AZUL E BRANCO,28.047665,100.0,1255.46,1916.8,COLCHOES,COLCHOES,GULDI,GULDI,AZUL,AZUL BRANCO,188 CM X 88 CM X 25 CM,NAO INFORMADO,D33,NAO INFORMADO,FIRME,FIRME,SOLTEIRO,CASAL,SIM,SIM,NAO INFORMADO,NAO INFORMADO
IM630RA72YUDMOB-522356,21687741,RACK CLASSIC I 3 GV BRANCO ACETINADO 218 CM,RACK CLASSIC I 3 GV BRANCO ACETINADO 218 CM,19.985798,100.0,748.69,803.37,RACKS,RACKS,MOBLY,NAO INFORMADO,BRANCO,BRANCO,218 CM X 52 CM X 40 CM,NAO INFORMADO,3,NAO INFORMADO,MDP,NAO INFORMADO,NAO INFORMADO,218CM,NAO INFORMADO,3,NAO INFORMADO,NAO INFORMADO
KA161TA64WJFMOB-415168,99945094,MESA DE ESCRITORIO MUNIQUE CARVALHO 190 CM,MESA DE ESCRITORIO KAPPESBERG 190M CARVALHO MUNIQUE,12.02823,100.0,774.79,680.68,MESAS DE ESCRITORIO E ESCRIVANINHAS,MESAS DE ESCRITORIO E ESCRIVANINHAS,KAPPESBERG,NAO INFORMADO,MARROM,MARROM,190 CM X 77 CM X 70 CM,NAO INFORMADO,MDP,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO
LI582UP02MFLMOB-753739,51102332,SOFA CAMA CASAL 3 LUGARES SOFIA SUEDE GRAFITE,SOFA CAMA CASAL 3 LUGARES SOFIA SUEDE GRAFITE,17.917412,100.0,1701.79,1464.92,SOFAS CAMA,SOFAS CAMA,MOBLY,NAO INFORMADO,CINZA,CINZA,3,3,NAO INFORMADO,NAO INFORMADO,SUEDE,SUEDE,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO
LI582UP05UNYMOB-641112,30199061,SOFA 3 LUGARES RETRATIL E RECLINAVEL BIARRITZ SUEDE GRAFITE,SOFA 3 LUGARES RETRATIL E RECLINAVEL BIARRITZ SUEDE GRAFITE,19.996029,100.0,1459.69,1387.14,SOFAS,SOFAS,BIARRITZ,NAO INFORMADO,CINZA,CINZA,3,3,SIM,SIM,SUEDE,SUEDE,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO
LI582UP17OKCMOB-116809,14399383,SOFA 3 LUGARES LARISSA II SUEDE BEGE,SOFA 3 LUGARES LARISSA II SUEDE BEGE,17.688307,100.0,1235.58,1140.31,SOFAS,SOFAS,MODERN,NAO INFORMADO,MARROM,MARROM,3,3,NAO INFORMADO,NAO INFORMADO,SUEDE,SUEDE,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO
LI582UP22JZHMOB-204089,37388871,SOFA CAMA 3 LUGARES CASAL PREMIUM SUEDE CINZA,SOFA CAMA 3 LUGARES CASAL PREMIUM SUEDE CINZA,15.676582,100.0,1284.19,1230.55,SOFAS CAMA,SOFAS CAMA,MOBLY,NAO INFORMADO,CINZA,CINZA,3,3,NAO INFORMADO,NAO INFORMADO,SUEDE,SUEDE,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO
LI582UP30EWFMOB-236770,78580099,SOFA CAMA 3 LUGARES CASAL PREMIUM CAFE,SOFA CAMA 3 LUGARES CASAL ESTILO COURO SINTETICO CAFE,16.511938,100.0,1538.89,1331.62,SOFAS CAMA,SOFAS CAMA,MOBLY,NAO INFORMADO,MARROM,MARROM,3,3,SIM,NAO INFORMADO,COURO SINTETICO,COURO SINTETICO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO
LI582UP30PFHMOB-721427,43359902,SOFA CAMA CASAL 3 LUGARES PREMIUM SUEDE PES DE METAL PRETO,SOFA CAMA CASAL 3 LUGARES PREMIUM SUEDE PES DE METAL PRETO,19.669203,100.0,1280.58,1169.15,SOFAS CAMA,SOFAS CAMA,MOBLY,NAO INFORMADO,PRETO,PRETO,3,3,NAO INFORMADO,NAO INFORMADO,SUEDE,SUEDE,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO
LI582UP42LZDMOB-736546,46358141,SOFA CAMA CASAL 3 LUGARES PREMIUM A2 SUEDE AZUL TURQUESA,SOFA CAMA CASAL 3 LUGARES PREMIUM A2 SUEDE AZUL TURQUESA,22.724287,100.0,1260.79,1293.16,SOFAS CAMA,SOFAS CAMA,MOBLY,NAO INFORMADO,AZUL,AZUL,3,3,SIM,NAO INFORMADO,SUEDE,SUEDE,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO
LI582UP75OXKMOB-462928,91706921,SOFA 3 LUGARES NEW PASSION CORINO PRETO,SOFA 3 LUGARES NEW PASSION CORINO PRETO,16.779919,100.0,1288.69,1295.87,SOFAS,SOFAS,MODERN,NAO INFORMADO,PRETO,PRETO,3,3,NAO INFORMADO,NAO INFORMADO,REVESTIMENTO SINTETICO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO
LI729RA06OKFMOB-1101348,99379255,RACK COM PAINEL PARA TV ATE 75 POLEGADAS OURO PRETO 2 PT 2 GV NATURE E OFF WHITE,RACK COM PAINEL PARA TV ATE 75 POLEGADAS OURO PRETO 1 PT 2 GV NATURE E OFF WHITE,26.001085,100.0,2635.09,2249.96,RACKS COM PAINEIS,RACKS COM PAINEIS,MOBLY,NAO INFORMADO,MARROM,AMARELO PRETO,268 CM X 198 CM X 41 CM,NAO INFORMADO,2,NAO INFORMADO,MDP,SIM,NAO INFORMADO,NAO INFORMADO,2,2,NAO INFORMADO,1
MA566UP00IOXMOB-77276,16564395,POLTRONA RECLINAVEL CLASSIC BEGE,POLTRONA DO PAPAI RECLINAVEL CLASSIC MARROM CORINO,13.89025,100.0,675.79,582.72,POLTRONAS,POLTRONAS,MOBLY,NAO INFORMADO,MARROM,MARROM,SIM,SIM,102CM X 77CM X 140CM,NAO INFORMADO,CORINO,CORINO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO
MC926CH04EJVMOB-200177,30481319,CADEIRA DE ESCRITORIO SECRETARIA GIRATORIA MARILYN PRETA,CADEIRA DE ESCRITORIO SECRETARIA GIRATORIA MARILYN PRETA,17.51338,100.0,530.98,395.66,CADEIRAS DE ESCRITORIO,CADEIRAS DE ESCRITORIO,MOBLY,NAO INFORMADO,PRETO,PRETO,NAO INFORMADO,NAO INFORMADO,SIM,SIM,NAO INFORMADO,NAO INFORMADO,102 CM X 54 CM X 41 CM,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO
MC926CH05EJUMOB-200176,30495792,CADEIRA DE ESCRITORIO SECRETARIA GIRATORIA MARILYN BRANCA,CADEIRA DE ESCRITORIO SECRETARIA GIRATORIA MARILYN BRANCA,17.795921,100.0,530.98,483.36,CADEIRAS DE ESCRITORIO,CADEIRAS DE ESCRITORIO,MOBLY,NAO INFORMADO,BRANCO,BRANCO,NAO INFORMADO,NAO INFORMADO,SIM,SIM,NAO INFORMADO,NAO INFORMADO,102 CM X 54 CM X 41 CM,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO
MC926CH67UQEMOB-315774,58622619,CADEIRA DE ESCRITORIO DIRETOR GIRATORIA OSLO PRETA,CADEIRA DE ESCRITORIO DIRETOR GIRATORIA ANTONELLA PRETA,13.876402,100.0,521.98,1153.17,CADEIRAS DE ESCRITORIO,CADEIRAS DE ESCRITORIO,MOBLY,NAO INFORMADO,PRETO,PRETO,NAO INFORMADO,NAO INFORMADO,SIM,SIM,NAO INFORMADO,NAO INFORMADO,104CM X 61CM X 62CM,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO
MC926CH72QFZMOB-118134,80680889,CADEIRA DE ESCRITORIO DIRETOR GIRATORIA CHARLES PRETA,CADEIRA DE ESCRITORIO DIRETOR GIRATORIA CHARLES PRETA PRETO,16.890284,100.0,742.48,460.33,CADEIRAS DE ESCRITORIO,CADEIRAS DE ESCRITORIO,KEVA,NAO INFORMADO,PRETO,PRETO,NAO INFORMADO,NAO INFORMADO,SIM,SIM,NAO INFORMADO,NAO INFORMADO,102 CM X 59 CM X 62 CM,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO
MC926UP18MXPMOB-115756,22515877,SOFA CAMA 3 LUGARES CASAL PREMIUM II SUEDE CAFE,SOFA CAMA 3 LUGARES CASAL PREMIUM II SUEDE CAFE,16.811167,100.0,1267.99,1231.3,SOFAS CAMA,SOFAS CAMA,MOBLY,NAO INFORMADO,MARROM,MARROM,3,3,NAO INFORMADO,NAO INFORMADO,SUEDE,SUEIDE,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO
MD260UP61YDAMOB-213814,30304300,SOFA CAMA 3 LUGARES CASAL PREMIUM SUEDE VELVET BEGE,SOFA CAMA 3 LUGARES CASAL PREMIUM SUEDE VELVET BEGE,20.888912,100.0,1146.49,1208.89,SOFAS CAMA,SOFAS CAMA,MOBLY,NAO INFORMADO,MARROM,MARROM,3,3,SIM,NAO INFORMADO,SUEDE VELVET,VELVET,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO
MO009CH08GRZMOB-733040,103742215,CONJUNTO COM 2 CADEIRAS DE JANTAR ESMERALDA II CARAMELO E BEGE,CONJUNTO COM 2 CADEIRAS DE JANTAR ESMERALDA II CARAMELO E BEGE,21.541311,100.0,1336.39,884.82,CONJUNTO DE CADEIRAS,CONJUNTO DE MESA E CADEIRAS,MOBLY,NAO INFORMADO,MARROM,MARROM,2,2,MADEIRA TAUARI,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO
MO173BE27LTKMOB-548482,31415455,CAMA BOX SOLTEIRO CONJUGADA UNYCO D28 ORTOPEDICO PRETA,CAMA BOX SOLTEIRO CONJUGADA UNYCO D28 ORTOPEDICO PRETA,20.465858,100.0,468.79,376.6,CAMAS BOX,CAMAS BOX,UNYCO,NAO INFORMADO,PRETO,PRETO,188 CM X 88 CM X 40 CM,NAO INFORMADO,D28,D28,ORTOPEDICO,NAO INFORMADO,SOLTEIRO,SOLTEIRO CONJUGADA,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO
MO173BE67NMMMOB-771852,107550111,BASE PARA CAMA BOX QUEEN GULDI COM BAU LINHO 47X158X198 CM CINZA,CAMA BOX BAU QUEEN SINTETICO CINZA COLCHAO MOLAS ENSACADAS 63X158X198,10.627096,100.0,1412.96,1599.9,BASES PARA CAMA BOX,CAMAS BOX,MOBLY,NAO INFORMADO,CINZA,CINZA,NAO INFORMADO,63CM X 158CM X 198CM,SIM,NAO INFORMADO,198 CM X 158 CM X 47 CM,NAO INFORMADO,NAO INFORMADO,QUEEN,NAO INFORMADO,SIM,NAO INFORMADO,NAO INFORMADO
MO173BE70NMJMOB-771849,89813912,BASE PARA CAMA BOX CASAL GULDI COM BAU LINHO 47X138X188 CM AZUL MARINHO,SOFA CAMA CASAL RECLINAVEL COM BAU PAMELA AZUL MARINHO,16.37097,100.0,805.46,1011.04,BASES PARA CAMA BOX,SOFAS CAMA,MOBLY,NAO INFORMADO,AZUL,AZUL,NAO INFORMADO,NAO INFORMADO,SIM,SIM,188 CM X 138 CM X 47 CM,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO
MO173BE72NMHMOB-771847,76778768,BASE PARA CAMA BOX CASAL GULDI COM BAU LINHO 47X138X188 CM CINZA,CAMA BOX BAU CASAL COLCHAO MOLAS ENSACADAS BOX CINZA,10.925499,100.0,787.46,965.03,BASES PARA CAMA BOX,CAMAS BOX,MOBLY,NAO INFORMADO,CINZA,CINZA,NAO INFORMADO,NAO INFORMADO,SIM,NAO INFORMADO,188 CM X 138 CM X 47 CM,NAO INFORMADO,NAO INFORMADO,CASAL,NAO INFORMADO,SIM,NAO INFORMADO,NAO INFORMADO
MO173CH10BLXMOB-488918,30495790,CADEIRA DE ESCRITORIO SECRETARIA GIRATORIA LIGHT PRETA,CADEIRA DE ESCRITORIO SECRETARIA GIRATORIA LIGHT PRETA,16.787977,100.0,485.98,448.82,CADEIRAS DE ESCRITORIO,CADEIRAS DE ESCRITORIO,MOBLY,NAO INFORMADO,PRETO,PRETO,NAO INFORMADO,NAO INFORMADO,SIM,SIM,NAO INFORMADO,NAO INFORMADO,"100CM X 60,5CM X 54,5CM",NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO
MO173CH11BLWMOB-488917,30495790,CADEIRA DE ESCRITORIO DIRETOR GIRATORIA LIGHT PRETA,CADEIRA DE ESCRITORIO SECRETARIA GIRATORIA LIGHT PRETA,14.840694,100.0,602.98,448.82,CADEIRAS DE ESCRITORIO,CADEIRAS DE ESCRITORIO,NAO INFORMADO,NAO INFORMADO,PRETO,PRETO,NAO INFORMADO,NAO INFORMADO,SIM,SIM,NAO INFORMADO,NAO INFORMADO,"119 CM X 61,5 CM X 61 CM",NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO
MO173CH16WLZMOB-862653,81361031,CADEIRA DE ESCRITORIO PRESIDENTE GIRATORIA COM RELAX CLARK PRETA,CADEIRA DE ESCRITORIO PRESIDENTE GIRATORIA COM RELAX CLARK PRETA,20.582212,100.0,886.48,539.14,CADEIRAS DE ESCRITORIO,CADEIRAS DE ESCRITORIO,KEVA,CLARK,PRETO,PRETO,NAO INFORMADO,NAO INFORMADO,SIM,SIM,SIM,SIM,125CM X 64CM X 68CM,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO
